Количество комнат,Площадь (м²),Этаж,Адрес,Цена ($),Цена (сом)
2,68.58,12,"Бишкек, VEFA, Кулатова/Элебаева",115000,9979700
3,101.0,7,"Бишкек, Горького - Алма-Атинская, Горького",88500,7680030
1,48.0,10,"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",48000,4165440
2,74.0,15,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",83000,7202740
2,66.0,7,"Бишкек, Рабочий Городок,  ул.Роза Люксембург 84",89500,7766810
2,40.7,4,"Бишкек, Политех, Шота Руставели/Ахунбаева",61500,5336970
2,58.0,3,"Бишкек, с. Кок-Джар, Алма-Aтинская/Токомбаева",68800,5970464
3,109.0,11,"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",121000,10500380
2,47.0,8,"Бишкек, Аламедин-1 м-н",77000,6682060
3,107.57,12,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",105000,9111900
1,32.0,14,"Бишкек, Юг-2 м-н",63000,5467140
1,55.0,12,"Бишкек, Магистраль, Б.Баатыра/А.Токомбаева",111111,9642213
5,136.0,6,"Бишкек, Учкун ж/м, Ауэзова (УЧКУН)",150000,13017000
1,35.0,5,"Бишкек, 12 м-н",65000,5640700
3,103.0,7,"Бишкек, Кок-Жар ж/м",133000,11541740
2,39.4,4,"Бишкек, Физкультурный",65000,5640700
1,52.0,7,"Бишкек, Магистраль, Аалы Токомбаева",95000,8244100
1,48.0,9,"Бишкек, АЮ Grand, мкр. Тунгуч",62000,5380360
2,52.0,5,"Бишкек, 12 м-н",77000,6682060
2,55.0,2,"Бишкек, Молодая Гвардия, Молодая гвардия 37",71500,6204770
2,64.0,8,"Бишкек, Старый аэропорт, Ак-Кеме",69000,5987820
2,43.0,2,"Бишкек, Юг-2 м-н, элебаева",71500,6204770
2,50.0,2,"Бишкек, Асанбай м-н",85500,7419690
3,83.0,7,"Бишкек, Горького - Алма-Атинская, горького/алматинского",71000,6161380
3,59.0,9,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",108500,9415630
1,46.0,4,"Бишкек, Магистраль, Куттубаева/Южная Магистраль",51500,4469170
3,100.0,4,"Бишкек, Гагарина, Джал, ул. Курчатова 81",105500,9155290
1,48.0,6,"Бишкек, Магистраль,  ул. Куттубаева, 15",83000,7202740
2,50.0,2,"Бишкек, 1000 мелочей",85000,7376300
3,114.0,7,"Бишкек, 7 м-н, 7 мкр., ул. Юнусалиева",213180,18499760
1,71.63,11,"Бишкек, Академия МВД, Л.Толстого/Ч.Валиханова",60885,5283600
1,62.31,14,"Бишкек, Карла Маркса,  ул. Юнусалиева, пер.Карасаева/Юнусалиева",81000,7029180
2,84.0,6,"Бишкек, Парк Панфилова/Спартак, Панфилова 190/1",153000,13277340
5,130.0,1,"Бишкек, с. Кок-Джар",219000,19004820
2,60.18,2,"Бишкек, Магистраль,  ул. Куттубаева, 15",73000,6334940
2,52.0,9,"Бишкек, Верхний Джал м-н",57000,4946460
2,68.0,3,"Бишкек, Академия Наук",125000,10847500
2,54.0,4,"Бишкек, 12 м-н",86000,7463080
1,38.6,6,"Бишкек, Кок-Жар м-н, Кок-Жар мкр, 18",57500,4989850
3,78.0,2,"Бишкек, ЦУМ, Юсупа Абдрахманова, 182",125000,10847500
2,43.3,4,"Бишкек, Горького - Панфилова, Игембердиева, 4",68000,5901040
1,51.0,13,"Бишкек, Кулатова- Матросова, Матросова, 3к",60000,5206800
2,75.0,6,"Бишкек, Ипподром, Льва Толстого, 126",105000,9111900
1,49.5,8,"Бишкек, Магистраль, Токомбаева, 29",105000,9111900
2,75.5,6,"Бишкек, 12 м-н, 12-й микрорайон, 65",114500,9936310
1,35.0,9,"Бишкек, Аламедин-1 м-н, Аламедин-1 микрорайон, 91",50500,4382390
1,41.46,12,"Бишкек, Джал 15 м-н, Джал-15 мкр, 1",51000,4425780
3,165.0,6,"Бишкек, Чуй - Алматинка, Гражданская, 2",225000,19525500
3,70.0,3,"Бишкек, Джал-23 м-н (Нижний Джал), Суворовское училище",92500,8027150
2,68.0,8,"Бишкек, Академия Наук, Турусбекова, 88",135000,11715300
3,62.0,2,"Бишкек, Асанбай м-н",108000,9372240
2,46.0,2,"Бишкек, Молодая Гвардия, Киевская",78000,6768840
2,87.0,4,"Бишкек, Верхний Джал м-н, Тыналиева, 3",105000,9111900
2,52.0,9,"Бишкек, Аламедин-1 м-н",76500,6638670
3,118.55,3,"Бишкек, Военторг, Сагынбая манасчы, 137",199500,17312610
3,120.0,7,"Бишкек, Мед. академия, Тыныстанова/Суеркулова",145000,12583100
7,500.0,10,"Бишкек, Золотой квадрат, Жоомарта Боконбаева, 103",720000,62481600
1,38.0,4,"Бишкек, Тунгуч м-н, г/м Глобус",57000,4946460
1,45.0,7,"Бишкек, Лебединовка, Проспект Ленина 12",64000,5553920
2,69.0,6,"Бишкек, Улан-2 м-н",80000,6942400
5,77.0,1,"Бишкек, 12 м-н, мкрн 12 64",117000,10153260
5,140.0,4,"Бишкек, 7 м-н, Токомбаева 53/2",315000,27335700
2,67.7,2,"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",63900,5545242
3,77.6,5,"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева/Манаса/Васильева",67000,5808230
2,74.0,3,"Бишкек, Нижний Токольдош, Восток-5 по ул. Кийизбаева 54",115000,9969350
1,51.0,16,"Бишкек, 7 м-н, Жукеева-Пудовкина/Аалы Токомбаева",96900,8408982
2,76.0,11,"Бишкек, Магистраль, Советская/Южная Магистраль",76000,6595280
3,121.0,9,"Бишкек, Достук, Жумабека/Шопокова",121000,10500380
3,100.0,6,"Бишкек, Магистраль,  ул. Куттубаева, 15",78000,6768840
1,42.0,10,"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",54000,4686120
2,59.0,13,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",132000,11454960
2,61.0,5,"Бишкек, Ак Кеме, Джунусалиева/Ажыбек Баатыра",80000,6942400
2,70.0,8,"Бишкек, Кок-Жар ж/м, ж/м Кок-Жар, ул. Куйручук 20/7",88500,7680030
2,85.0,11,"Бишкек, Магистраль, пр. Ч. Айтматова",123250,10695635
1,48.1,6,"Бишкек, Церковь, Тоголока Молдо 31 1/Жибек Жолу",60125,5217648
1,41.0,1,"Бишкек, Ден Сяопина - Фучика, Фучика 38/2/Рыскулова",55000,4772900
1,32.0,3,"Бишкек, 8 м-н",59500,5163410
3,100.0,5,"Бишкек, Золотой квадрат, Боконбаева 115",320000,27769600
5,150.0,4,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",245000,21261100
3,125.69,4,"Бишкек, АУЦА, напротив мкрн. Асанбай",169682,14724961
3,88.33,14,"Бишкек, VEFA, Кулатова/Элебаева",108000,9372240
2,60.0,9,"Бишкек, ЖД вокзал, бул. Эркиндик 1",138000,11975640
1,53.0,11,"Бишкек, Кулатова- Матросова, Льва Толстого 6К/Матросова",54060,4691327
3,81.0,4,"Бишкек, 12 м-н",118000,10240040
2,63.0,4,"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",63000,5467140
3,120.0,5,"Бишкек, VEFA, Радищева 19/Карасаева",162000,14058360
5,148.0,10,"Бишкек, ЖД вокзал, бул. Эркиндик 1",326000,28290280
3,121.0,12,"Бишкек, Магистраль, пр. Ч. Айтматова",175500,15229890
1,32.0,1,"Бишкек, 6 м-н 40",62500,5423750
2,36.0,5,"Бишкек, Ден Сяопина - Фучика,  ул. Фучика напротив «Сары-Өзөн»",45000,3905100
2,76.0,5,"Бишкек, 7 м-н, Сухэ-Батора/А. Токомбаева",98000,8504440
2,66.0,12,"Бишкек, с. Кок-Джар, с.Кок-Жар, ул.Конкур Осмона",75500,6551890
3,65.0,5,"Ошская область, Ош 27",63500,5510530
2,43.0,1,"Бишкек, Московская - Белинка, Исанова 2а/Боконбаева",65900,5718802
1,51.0,11,"Бишкек, Магистраль",61200,5310936
3,125.0,6,"Бишкек, Гагарина, Айни/Бакаева",165000,14318700
2,70.0,3,"Бишкек, Политех, г. Бишкек, ул.Целинная 21 (район Политех)",135000,11715300
3,104.0,3,"Бишкек, Старый аэропорт, Ажыбек Баатыра 3|2",162000,14058360
1,38.0,2,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",51500,4469170
2,64.0,9,"Бишкек, с. Кок-Джар",66500,5770870
1,40.0,4,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",62000,5380360
3,60.0,2,"Бишкек, 6 м-н",83000,7202740
3,100.0,5,"Бишкек, Джальская больница, Айни 84",105500,9155290
1,43.22,7,"Бишкек, Магистраль,  ул. Куттубаева, 15",46000,3991880
2,63.0,5,"Бишкек, Моссовет, Усенбаева 58",94785,8225442
1,48.0,10,"Бишкек, Горького - Алма-Атинская, 7 апреля 1/1/Горького",48000,4165440
2,59.0,8,"Бишкек, Асанбай м-н, Токомбаева/Куттубаева",66000,5727480
5,140.0,12,"Бишкек, Джал-29 м-н, Тыналиева 9/1",163000,14145140
1,46.87,13,"Бишкек, Магистраль,  ул. Куттубаева, 15",42000,3644760
1,36.0,9,"Бишкек, Восток-5 м-н",50000,4339000
1,43.0,6,"Бишкек, Джальская больница,  ул. Айни 95",53000,4599340
5,103.0,2,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",159650,13854427
2,52.0,2,с. Комсомольское,38000,3297640
2,58.0,5,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",83500,7246130
1,35.0,5,"Бишкек, Кок-Жар м-н",60000,5206800
1,46.9,16,"Бишкек, Магистраль",51000,4425780
2,77.0,8,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",95000,8244100
1,25.0,4,"Иссык-Кульская область, Чолпон-Ата",34000,2950520
1,42.8,2,"Бишкек, Лебединовка",34250,2972215
2,65.0,10,"Бишкек, Магистраль, пр. Ч. Айтматова 82/2",130000,11281400
3,84.9,10,"Бишкек, КНУ, Жибек Жолу/Шевченко",84500,7332910
1,32.0,4,"Бишкек, 6 м-н",58500,5076630
1,45.0,4,"Бишкек, Джальская больница",70000,6074600
3,104.0,6,"Бишкек, Асанбай м-н, Токомбаева 21/Куттубаева",109000,9459020
3,100.0,13,"Бишкек, Асанбай м-н, Токомбаева 21/Куттубаева",99000,8591220
2,62.0,7,"Бишкек, Магистраль, Токомбаева 29",75000,6508500
2,69.0,4,"Бишкек, Магистраль,  ул. Куттубаева, 15",86500,7506470
5,86.0,5,"Бишкек, Парк Панфилова/Спартак",151000,13103780
3,141.0,10,"Бишкек, Магистраль, Токомбаева/Сухэ Батора",228000,19785840
2,72.27,15,"Бишкек, Военторг, Манасчы Сагынбая 168",86712,7524867
2,71.0,4,"Бишкек, Арча-Бешик ж/м",55000,4772900
2,44.0,1,"Бишкек, 6 м-н",67000,5814260
2,82.0,11,"Бишкек, Магистраль, ​Байтик Баатыра 4Б/3/Южная Магистраль",96760,8396833
1,62.0,5,"Бишкек, Магистраль, Сухэ Батора и Токомбаева",68200,5918396
2,44.0,1,"Бишкек, Молодая Гвардия",65000,5640700
1,41.0,4,"Бишкек, Матросова, Суванбердиева 110",70000,6074600
1,32.0,2,"Бишкек, 3 м-н",66000,5727480
1,45.0,5,"Бишкек, Ден Сяопина - Фучика, Фучика/Рыскулова",61500,5336970
3,58.0,4,"Бишкек, 9 м-н, 9-й микрорайон, 6а",83000,7202740
2,44.0,4,"Бишкек, Душанбинка, Исы Ахунбаева, 135",74000,6421720
2,54.0,2,"Бишкек, ЦУМ, Ибраимова, 68",92000,7983760
2,53.3,4,"Бишкек, Военторг, Сагынбая манасчы, 168",107000,9285460
1,46.5,10,"Бишкек, с. Кок-Джар, Конур Осмон, 6",68000,5901040
2,84.9,6,"Бишкек, Цирк/Дворец бракосочетания, Фрунзе, 364",159000,13798020
1,54.63,10,"Бишкек, Пишпек ж/м, Репина, 1",58000,5033240
1,13.0,3,"Бишкек, Достук, Ибраимова, 181",24000,2082720
1,39.0,4,"Бишкек, Магистраль, Токомбаева, 15",62000,5380360
1,52.0,4,"Бишкек, Магистраль, Байтик Баатыра, 4Б",74500,6465110
3,60.0,4,"Бишкек, 7 м-н, 7-й микрорайон, 26",88000,7636640
3,58.0,1,"Бишкек, 3 м-н, по ул.К.Маркса",86500,7506470
3,105.0,7,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",220000,19091600
3,75.0,10,"Бишкек, Магистраль, Токомбаева, 33",120000,10413600
2,50.0,4,"Бишкек, 12 м-н, Токомбаева",86500,7506470
5,150.0,10,"Бишкек, Асанбай м-н, Айтиева, 17",220000,19071800
3,70.0,2,"Бишкек, Асанбай м-н, по ул.Айтиева",115000,9979700
3,63.0,5,"Бишкек, Асанбай м-н, Асанбай мкр., 44",95000,8244100
2,52.6,1,"Бишкек, Аламедин-1 м-н, Кольбаева/Спорт школа",66500,5770870
2,52.0,4,"Бишкек, ЖД вокзал, Юсупа Абдрахманова, 136",80000,6942400
2,62.0,1,"Бишкек, Ден Сяопина - Фучика,  ул Фучика 38/2 67",88000,7636640
1,45.33,7,"Бишкек, АЮ Grand, Ауэзова 5/3",40500,3514590
2,63.0,8,"Бишкек, 12 м-н, Токомбаева 52а/2.",105500,9155290
1,53.0,4,"Бишкек, Магистраль, Б. Баатыра 4б/1/А. Токомбаева",70000,6074600
2,68.0,3,"Бишкек, АУЦА, напротив мкрн. Асанбай",125800,10905602
1,26.2,1,"Бишкек, Западный автовокзал 26/кулиева",35800,3106724
1,53.0,9,"Бишкек, Магистраль",58300,5059274
1,44.0,4,"Бишкек, Нижний Токольдош, Кийизбаева",65000,5640700
2,68.0,9,"Бишкек, Улан-2 м-н",87900,7627962
1,50.0,9,"Бишкек, Карпинка",70000,6074600
1,47.0,8,"Бишкек, 12 м-н, Байтик-Баатыра",80000,6942400
2,53.0,9,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",70000,6074600
2,64.0,9,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",87000,7549860
2,36.0,3,"Бишкек, Лебединовка, Кольбаева",47500,4122050
2,77.0,9,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",128000,11107840
5,90.0,2,"Бишкек, Асанбай м-н",148000,12843440
3,80.0,2,"Бишкек, Моссовет",125000,10847500
1,50.0,5,"Бишкек, Чуй - Алматинка",65000,5640700
3,110.0,7,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",190000,16488200
1,40.25,8,"Бишкек, Ленинский район,  ул. Барпы Алыкулова/Южная Магистраль",39000,3384420
2,39.0,3,"Бишкек, Тунгуч м-н",60000,5206800
1,52.0,2,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",64200,5565498
3,80.0,1,"Бишкек, Аламедин-1 м-н, Загорская 34",130000,11281400
3,70.0,3,"Иссык-Кульская область, с. Сары-Ой",140000,12149200
2,49.4,2,"Кара-Балта, Победы 1",45000,3905100
5,100.0,6,"Бишкек, Ген прокуратура, Проспект Чынгыз Айтматова 80/1",220000,19091600
1,45.0,6,"Бишкек, Восток-5 м-н, Кийизбаева",67500,5857650
2,54.0,4,"Бишкек, Кара-Жыгач ж/м, Анкара",77500,6725450
2,44.0,4,"Бишкек, ЖД вокзал, Боконбаева-Тыныстанова",78500,6812230
1,45.0,6,"Бишкек, Восток-5 м-н, Армейская",63000,5467140
2,43.0,5,"Бишкек, Аламедин-1 м-н",64000,5548160
1,33.0,8,"Бишкек, Лебединовка, Проспект Ленина 12",51500,4469170
1,48.0,10,"Бишкек, АЮ Grand, мкр. Тунгуч",49700,4312966
1,48.0,9,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",46800,4061304
2,58.0,2,"Бишкек, Магистраль, Куттубаева/Южн. Магистраль",75000,6508500
1,45.0,3,"Бишкек, Аламединский рынок, Шабдан Баатыра/Медерова",60000,5206800
3,62.0,4,"Бишкек, Аламедин-1 м-н",77000,6682060
2,65.0,6,"Бишкек, Джальская больница,  ул. Айни 95",92000,7983760
5,137.0,5,"Бишкек, Старый аэропорт, пр. Чингиза Айтматова 96/1",315000,27307350
1,44.0,8,"Бишкек, Ак-Орго ж/м, Кырк Кыз/Гагарина",65500,5684090
2,49.0,17,"Бишкек, 11 м-н",61000,5293580
2,84.0,10,"Бишкек, 7 м-н, Юнусалиева 52/1, 52/2",140000,12149200
2,49.0,17,"Бишкек, 11 м-н",61000,5293580
3,62.0,1,"Бишкек, 5 м-н",98000,8504440
3,160.0,9,"Бишкек, Магистраль, Чынгыза Айтматова/Магистраль",195000,16922100
3,150.0,9,"Бишкек, Ак Кеме, Магистраль/Чынгыза Айтматова",205000,17789900
2,49.0,5,"Бишкек, Гагарина,  ул.Космическая 96",50000,4339000
2,64.4,4,"Бишкек, Московская - Уметалиева, Боконбаева-Уметалиева 8",105000,9111900
5,103.0,5,"Иссык-Кульская область, с. Каджи-Сай 34/34",28808,2500000
3,54.6,3,"Бишкек, Академия Наук 165",85000,7376300
2,45.0,5,"Бишкек, Ден Сяопина - Фучика, Фучика 38/2/Рыскулова",61000,5293580
2,110.0,2,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",154000,13364120
1,50.0,4,"Бишкек, Золотой квадрат",103000,8938340
3,134.88,2,"Бишкек, с. Орто-Сай, c. Орто-Сай, ул. 13-контур",209064,18142574
3,103.0,8,"Бишкек, Аламедин-1 м-н, мкр. Аламедин-1, Токмакская 77",210000,18223800
3,70.0,5,"Бишкек, Магистраль, Токомбаева 9г",130000,11281400
3,107.0,2,"Бишкек, 5 м-н, 5 микрорайон 51",190000,16488200
1,48.5,10,"Бишкек, Молодая Гвардия, Фрунзе 466/бул. Молодой Гвардии",77600,6734128
1,44.0,9,"Бишкек, Ынтымак ж/м 7",68200,5918396
1,48.0,11,"Бишкек, АЮ Grand, мкр. Тунгуч",64000,5553920
3,105.0,14,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",127000,11008360
1,49.0,14,"Бишкек, Советская - Скрябина, Медерова 44/2 / Жукеева-Пудовкина",66400,5762192
1,50.0,3,"Иссык-Кульская область, с. Сары-Ой",92000,7983760
2,74.0,4,"Бишкек, Улан м-н, мкрн. Улан (Бот Сад)/Исанова",120000,10413600
1,47.9,5,"Бишкек, Арча-Бешик ж/м, Ы.Абдрахманова, 140/Садырбаева",72500,6291550
2,110.0,6,"Бишкек, Сквер Тоголок Молдо, Бокомбаева 154/Исанова",148000,12830120
3,63.0,4,"Бишкек, 11 м-н 12/1",119000,10326820
3,90.0,8,"Бишкек, Госрегистр, пр. Чингиза Айтматова 4",180000,15604200
2,68.0,8,"Бишкек, Старый аэропорт",85000,7376300
2,76.0,7,"Бишкек, Гагарина, Джал, ул. Курчатова 81",104000,9025120
3,133.0,9,"Бишкек, Магистраль, пр. Мира/Южная магистраль",233000,20219740
1,50.0,11,"Бишкек, Горького - Алма-Атинская,  ул. 7 Апреля (Алматинка/Горького)",52000,4512560
3,133.0,9,"Бишкек, Магистраль, пр. Мира/Южная магистраль",232750,20198045
5,144.0,9,"Бишкек, Политех, Ахунбаева 169/1",154080,13371062
2,54.0,8,"Бишкек, Ипподром",53000,4599340
1,40.0,5,"Бишкек, Ден Сяопина - Фучика, Фучика 38/2/Рыскулова",65000,5640700
1,41.0,5,"Бишкек, Гагарина, Тимура Фрунзе/Гагарина",67000,5814260
1,48.0,11,"Бишкек, Магистраль,  ул. Куттубаева, 15",47700,4139406
1,53.0,3,"Бишкек, Горького - Алма-Атинская",57500,4989850
2,59.0,11,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",70000,6074600
3,91.0,9,"Бишкек, VEFA, Байтик-Баатыра 37",165000,14318700
3,58.0,1,"Бишкек, Юг-2 м-н",76000,6595280
2,39.0,5,"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",69000,5987820
1,45.0,2,"Бишкек, Верхний Джал м-н, Тыналиева",53000,4599340
2,77.63,9,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",82000,7115960
2,90.0,11,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",167000,14492260
2,62.0,11,"Бишкек, Дворец спорта, Жумабека - Коенкозова",87000,7549860
3,117.0,7,"Бишкек, Магистраль, Аалы Токомбаева улица 15/3/Токомбаева",176000,15273280
2,47.0,5,"Бишкек, Арча-Бешик ж/м, Актан 64 (пересек) Куюкова/Ак-тан 64",47000,4078660
2,68.58,12,"Бишкек, VEFA, Кулатова/Элебаева",115000,9979700
1,46.0,3,"Бишкек, Боталиева - Тулебердиева, Манаса-Васильева",58500,5076630
5,117.0,8,"Бишкек, Магистраль, Сухэ-Батора/Токомбаева",225000,19525500
1,46.0,7,"Бишкек, КНУ, Абдымомунова 255",60000,5206800
2,62.0,11,"Бишкек, КНУ, Жибек Жолу/Шевченко",89000,7723420
2,72.5,6,"Бишкек, Магистраль, Байтик Баатыра/Токомбаева",84000,7289520
2,75.0,9,"Бишкек, АУЦА, Асанбай, выше магистрали",78000,6768840
2,43.0,2,"Бишкек, Пишпек ж/м",61500,5336970
1,38.0,2,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",52500,4555950
1,37.0,9,"Бишкек, Городок энергетиков",49500,4295610
2,54.0,7,"Бишкек, Магистраль, Аалы Токомбаева 21/4/Куттубаева",115000,9979700
5,125.0,8,"Бишкек, КНУ, Пр. Манаса/ул.Фрунзе",230000,19959400
1,54.0,4,"Бишкек, 12 м-н",87000,7549860
2,74.0,1,"Бишкек, АЮ Grand, Исакеева 2",86500,7506470
2,66.0,9,"Бишкек, Тунгуч м-н",87000,7549860
2,68.0,10,"Бишкек, Джальская больница, тыналиева 2/21",130000,11281400
1,25.0,1,"Иссык-Кульская область, с. Кара-Ой",41250,3579675
3,125.0,7,"Бишкек, Магистраль, Б. Баатыра/А.Токомбаева",91250,7918675
3,125.0,8,"Бишкек, Военторг, Тоголок Молдо/Токтогула",185000,16054300
2,91.28,11,"Бишкек, Магистраль, Байтик Баатыра 1/1",118664,10297662
3,123.0,8,"Бишкек, Мед. академия",175000,15186500
2,58.0,4,"Бишкек, Джал 15 м-н",88000,7636640
2,8840.0,7,"Бишкек, с. Кок-Джар, Баялинова 1к",69000,5987820
2,90.0,12,"Бишкек, Магистраль, Байтик Баатыра/Южная Магистраль",143000,12409540
2,44.0,5,"Бишкек, Кок-Жар м-н",63000,5467140
2,56.0,9,"Бишкек, Молодая Гвардия, Фрунзе/бул. Молодой Гвардии",95000,8244100
2,61.0,10,"Бишкек, Магистраль",85000,7376300
2,82.0,7,"Бишкек, Азия Молл, Чапаева",99000,8591220
2,47.0,8,"Бишкек, Аламедин-1 м-н",77000,6682060
3,107.57,12,"Бишкек, Магистраль, Сухе Батора/Южная Магистраль",105000,9111900
1,32.0,14,"Бишкек, Юг-2 м-н",63000,5467140
3,91.0,8,"Бишкек, Тунгуч м-н",120000,10413600
2,58.62,10,"Бишкек, Магистраль",72500,6291550
3,58.0,10,"Бишкек, Московская - Белинка, Турусбекова/Боконбаева",114000,9892920
3,80.0,9,"Бишкек, Филармония, манас/чуй",110000,9545800
2,42.0,4,"Бишкек, Центральная мечеть",68000,5901040
2,44.0,3,"Бишкек, Дордой Плаза, Боконбаева/Гоголя",75000,6508500
1,38.0,5,"Бишкек, Кара Дарыя, Исы Ахунбаева стр. 24",60000,5206800
2,52.0,5,"Бишкек, 12 м-н",77000,6682060
2,55.0,2,"Бишкек, Молодая Гвардия, Молодая гвардия 37",71500,6204770
2,64.0,8,"Бишкек, Старый аэропорт, Ак-Кеме",69000,5987820
1,44.0,2,"Бишкек, Магистраль",62000,5380360
3,58.0,1,"Бишкек, 11 м-н",86000,7463080
5,164.0,3,"Бишкек, Филармония, ПР.МАНАСА/УЛ.РЫСКУЛОВА",328000,28463840
5,110.0,2,"Бишкек, Верхний Джал м-н",150000,13017000
1,42.0,6,"Бишкек, Джал 15 м-н",66000,5727480
5,138.0,5,"Бишкек, Магистраль, Байтик-Баатыра/А. Токомбаева",165600,14370768
2,64.0,3,"Бишкек, Старый аэропорт",85000,7376300
2,50.0,2,"Бишкек, 1000 мелочей",85000,7376300
3,114.0,7,"Бишкек, 7 м-н, 7 мкр., ул. Юнусалиева",213180,18499760
1,71.63,11,"Бишкек, Академия МВД, Л.Толстого/Ч.Валиханова",60885,5283600
1,42.44,8,"Бишкек, Физкультурный, Суванбердиева, 110",72500,6291550
3,81.0,9,"Бишкек, Магистраль, Токтоналиева, 104",133000,11541740
3,116.3,13,"Бишкек, Магистраль, Арстанбека Дуйшеева, 12",140000,12149200
2,48.7,6,"Бишкек, Душанбинка, Токтоналиева, 61",81000,7029180
2,52.0,9,"Бишкек, Тунгуч м-н, микрорайон Тунгуч, 72",70000,6074600
7,236.0,9,"Бишкек, 12 м-н, 12-й микрорайон, 57",215000,18657700
1,38.0,8,"Бишкек, Кок-Жар ж/м, Куйручук, 26",52500,4555950
1,38.6,6,"Бишкек, Кок-Жар м-н, Кок-Жар мкр, 18",57500,4989850
3,78.0,2,"Бишкек, ЦУМ, Юсупа Абдрахманова, 182",125000,10847500
2,43.3,4,"Бишкек, Горького - Панфилова, Игембердиева, 4",68000,5901040
2,48.9,5,"Бишкек, Кара Дарыя, Медерова, 3",68000,5901040
1,52.0,11,"Бишкек, Джал-23 м-н (Нижний Джал), Ахунбаева",65500,5684090
2,43.0,4,"Бишкек, 8 м-н, Ж.Пудовкина",71500,6204770
3,146.4,5,"Бишкек, Московская - Уметалиева, Сыдыкова, 179",178000,15446840
3,58.0,4,"Бишкек, Московская - Уметалиева, Турусбекова/Московская",89500,7758755
3,76.0,5,"Бишкек, Молодая Гвардия, Чокморова",86500,7498685
2,42.0,2,"Бишкек, Орозбекова - Жибек-Жолу, Жибек-Жолу пр-т, 491",73000,6334940
3,70.0,3,"Бишкек, Джал-23 м-н (Нижний Джал), Суворовское училище",92500,8027150
2,68.0,8,"Бишкек, Академия Наук, Турусбекова, 88",135000,11715300
3,62.0,2,"Бишкек, Асанбай м-н",108000,9372240
2,95.0,5,"Бишкек, ЖД вокзал, бул. Эркиндик 1",180500,15663790
2,90.0,5,"Бишкек, Военторг, Токтогула 140",180000,15620400
2,69.0,6,"Бишкек, Верхний Джал м-н",105000,9111900
2,80.0,9,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",148000,12843440
2,60.0,13,"Бишкек, Магистраль, Байтик Баатыра (недалеко от Южных ворот)",133000,11541740
3,120.0,7,"Бишкек, 7 м-н, 7 мкр., ул. Юнусалиева",300000,26034000
7,220.0,2,"Бишкек, Кудайберген/Д.Сяпина",260000,22562800
1,52.0,4,"Бишкек, Баха, Курчатова 46/Ахунбаева",59800,5189444
2,66.4,13,"Бишкек, с. Кок-Джар, мкр. Кок Жар",67999,5894833
1,52.0,7,"Бишкек, Горького - Алма-Атинская, Горького-7-апреля",68000,5901040
2,50.0,3,"Бишкек, Старый аэропорт, Бакаева 132",80000,6942400
1,55.0,7,"Бишкек, Магистраль, Сухэ Батора/Токомбаева",74000,6421720
2,63.0,3,"Бишкек, Магистраль",117000,10142730
3,189.0,10,"Бишкек, Магистраль, Проспект Чынгыза Айтматова 237А/Южная Магистраль",199000,17269220
2,72.0,5,"Бишкек, Горького - Алма-Атинская,  ул. 7 Апреля (Алматинка/Горького)",86400,7497792
2,48.0,3,"Бишкек, Ак Эмир рынок, Боконбаева 59/Шопокова",83000,7202740
2,50.0,17,"Бишкек, Джал 15 м-н, Ахунбаева/Тыналиева",75000,6508500
3,137.0,9,"Бишкек, Магистраль,  ул. Токомбаева/Куттубаева",226000,19612280
1,47.0,6,"Бишкек, 6 м-н, Саякбай Каралаева 64/2",52000,4512560
